site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
13210986,"W HARTLEY GULCH NR CALDWELL ID",43.6996,-116.686,17050114,4.42,2019-02-28,cfs,7,0,0,0,0
13211205,"BOISE RIVER AT CALDWELL, ID",43.6774,-116.701,17050114,719.83,2019-02-28,cfs,6,0,34.44,23.29,23.29
13212549,"CONWAY GULCH BELOW 1ST ST AT NOTUS, ID",43.728,-116.8,17050114,10.99,2019-02-28,cfs,7,0,33.33,83.77,83.77
13212890,"DIXIE DRAIN NR WILDER ID",43.7307,-116.889,17050114,90.34,2019-02-28,cfs,7,0,0,0,0
13213000,"BOISE RIVER NR PARMA ID",43.7817,-116.973,17050114,1016,2019-02-28,cfs,6,5,63.96,116,50.18
13213072,"SAND RUN GULCH NR PARMA ID",43.7996,-116.976,17050114,72.63,2019-02-28,cfs,7,0,80,121.5,127.42
13213100,"SNAKE RIVER AT NYSSA OR",43.8761,-116.982,17050115,8904.29,2019-02-28,cfs,7,5,27.16,83.05,62.51
13233300,"MALHEUR RIVER BELOW NEVADA DAM NEAR VALE",43.9875,-117.219,17050117,143.57,2019-02-28,cfs,7,5,42.28,84.53,41
13235000,"SOUTH FORK PAYETTE RIVER AT LOWMAN, ID",44.0853,-115.622,17050120,316.14,2019-02-28,cfs,7,5,46.04,97.17,86.23
13236500,"DEADWOOD RIVER BL DEADWOOD RES NR LOWMAN",44.2919,-115.642,17050120,,,,,0,,,
13237920,"MIDDLE FORK PAYETTE RIVER NR CROUCH ID",44.1086,-115.982,17050121,169,2019-02-28,cfs,6,0,22.54,80.31,71.18
13239000,"NF PAYETTE RIVER AT MCCALL ID",44.9072,-116.119,17050123,,,,,0,,,
13246000,"NF PAYETTE RIVER NR BANKS ID",44.1142,-116.107,17050123,311.57,2019-02-28,cfs,7,4,18.46,62.14,38.65
13247500,"PAYETTE RIVER NR HORSESHOE BEND ID",43.9433,-116.197,17050122,1150.14,2019-02-28,cfs,7,5,36.36,83.43,67.51
13249500,"PAYETTE RIVER NR EMMETT ID",43.9306,-116.443,17050122,1947.14,2019-02-28,cfs,7,5,61.79,115.36,89.26
13250000,"PAYETTE RIVER NR LETHA ID",43.8961,-116.628,17050122,1918.57,2019-02-28,cfs,7,0,47.28,97.28,74.47
13251000,"PAYETTE RIVER NR PAYETTE ID",44.0422,-116.925,17050122,2458.57,2019-02-28,cfs,7,5,63.61,118.04,92.77
13258500,"WEISER RIVER NR CAMBRIDGE ID",44.5794,-116.643,17050124,562.43,2019-02-28,cfs,7,5,51.05,103.67,65.98
13265500,"CRANE CREEK AT MOUTH NR WEISER ID",44.2914,-116.782,17050124,254.91,2019-02-28,cfs,7,6,78.73,692.5,150.41
13266000,"WEISER RIVER NR WEISER ID",44.27,-116.772,17050124,1560.86,2019-02-28,cfs,7,5,67.94,148.59,86.76
13269000,"SNAKE RIVER AT WEISER ID",44.2456,-116.981,17050124,12700,2019-02-28,cfs,7,5,26.46,75.47,66.12
13295000,"VALLEY CREEK AT STANLEY ID",44.2225,-114.931,17060201,75.97,2019-02-28,cfs,4,5,43.33,94.96,94.53
13296000,"YANKEE FORK SALMON RIVER NR CLAYTON ID",44.2789,-114.734,17060201,,,,,0,,,
13296500,"SALMON RIVER BL YANKEE FORK NR CLAYTON I",44.2683,-114.733,17060201,450.71,2019-02-28,cfs,7,6,76.79,113.65,111.74
13297330,"THOMPSON CREEK NR CLAYTON ID",44.2703,-114.517,17060201,2.48,2019-02-28,cfs,7,3,5.65,63.1,53.45
13297350,"BRUNO CREEK NR CLAYTON ID",44.2975,-114.481,17060201,,,,,0,,,
13297355,"SQUAW CREEK BL BRUNO CREEK NR CLAYTON ID",44.2908,-114.472,17060201,,,,,0,,,
13302005,"PAHSIMEROI RIVER AT ELLIS ID",44.6917,-114.047,17060201,299.14,2019-02-28,cfs,7,5,72.36,107.22,106.81
13302500,"SALMON RIVER AT SALMON ID",45.1836,-113.895,17060203,1103.57,2019-02-28,cfs,7,5,59.77,102.18,101.83
13305000,"LEMHI RIVER NR LEMHI ID",44.94,-113.639,17060204,242,2019-02-28,cfs,4,5,61.03,102.79,102.85
13305310,"LEMHI RIVER BELOW L5 DIVERSION NEAR SALM",45.1328,-113.799,17060204,279.25,2019-02-28,cfs,4,0,62.65,106.79,107.01
13306336,"BLACKBIRD CREEK NEAR COBALT, ID",45.0914,-114.298,17060203,2.67,2019-02-28,cfs,5,0,59.49,117.62,95.02
13306370,"PANTHER CREEK AT COBALT, ID",45.0897,-114.237,17060203,,,,,0,,,
13306385,"NAPIAS CREEK BELOW ARNETT CREEK NEAR LEE",45.2056,-114.134,17060203,8.25,2019-02-28,cfs,7,0,58.14,105.63,102.61
13307000,"SALMON RIVER NR SHOUP ID",45.3225,-114.44,17060203,,,,,0,,,
13309220,"MF SALMON RIVER AT MF LODGE NR YELLOW PI",44.7215,-115.014,17060205,470.14,2019-02-28,cfs,7,0,44.35,97.96,93.97
13310199,"MF SALMON RIVER AT MOUTH NR SHOUP, ID",45.2936,-114.596,17060203,883.14,2019-02-28,cfs,7,0,32.27,92.06,85.71
13310700,"SF SALMON RIVER NR KRASSEL RANGER STATIO",44.9869,-115.725,17060208,156.6,2019-02-28,cfs,5,5,34.11,81.75,64.29
13310800,"EFSF SALMON R ABV MEADOW CRK NR STIBNITE",44.9022,-115.326,17060208,,,,,0,,,
13310850,"MEADOW CREEK NR STIBNITE, ID",44.8895,-115.36,17060208,,,,,0,,,
13311000,"EF OF SF SALMON RIVER AT STIBNITE, ID",44.9057,-115.329,17060208,8.47,2019-02-28,cfs,7,5,68.21,117.31,110.86
13311250,"EFSF SALMON R ABV SUGAR CRK NR STIBNITE,",44.9348,-115.337,17060208,7.96,2019-02-28,cfs,7,0,14.29,71.13,65.09
13311450,"SUGAR CREEK NR STIBNITE, ID",44.9364,-115.337,17060208,,,,,0,,,
13313000,"JOHNSON CREEK AT YELLOW PINE ID",44.9617,-115.5,17060208,68.83,2019-02-28,cfs,7,5,31.33,88.24,79.26
13316500,"LITTLE SALMON RIVER AT RIGGINS ID",45.4131,-116.325,17060209,234.71,2019-02-28,cfs,7,5,28.26,76.29,53.91
13317000,"SALMON RIVER AT WHITE BIRD ID",45.7503,-116.324,17060209,3945.71,2019-02-28,cfs,7,5,37.74,90.62,83.58
13317660,"SNAKE RIVER BL MCDUFF RAPIDS AT CHINA GA",46.0031,-116.917,17060103,24685.7,2019-02-28,cfs,7,0,58.87,123.21,102.15
13325000,"EAST FORK WALLOWA RIVER NEAR JOSEPH, OR",45.2721,-117.211,17060105,7.49,2019-02-28,cfs,6,7,96.34,306.97,264.66
13331500,"MINAM RIVER AT MINAM, OR",45.6199,-117.727,17060105,122.86,2019-02-28,cfs,7,4,14.99,52.52,43.95
13333000,"GRANDE RONDE RIVER AT TROY, OR",45.9457,-117.451,17060106,1398.57,2019-02-28,cfs,7,4,18.14,49.37,38.13
13334300,"SNAKE RIVER NEAR ANATONE, WA",46.0971,-116.978,17060103,26228.6,2019-02-28,cfs,7,5,40.24,88.4,75.64
13334450,"ASOTIN CREEK BELOW CONFLUENCE NEAR ASOTI",46.2736,-117.291,17060103,30.69,2019-02-28,cfs,7,0,15.26,65.72,57.7
13335050,"ASOTIN CREEK AT ASOTIN, WA",46.3407,-117.056,17060103,49.06,2019-02-28,cfs,7,0,17.22,53.16,41.02
13336500,"SELWAY RIVER NR LOWELL ID",46.0867,-115.514,17060302,982.14,2019-02-28,cfs,7,5,28.5,67.77,55.46
13337000,"LOCHSA RIVER NR LOWELL ID",46.1508,-115.587,17060303,651.86,2019-02-28,cfs,7,4,18.21,56.02,44.86
13337099,"CLEAR CK AT KOOSKIA NATIONAL FISH HATCHE",46.1301,-115.948,17060304,69.16,2019-02-28,cfs,7,0,0,0,0
13338500,"SF CLEARWATER RIVER AT STITES ID",46.0864,-115.977,17060305,329.86,2019-02-28,cfs,7,4,24.78,58.99,48.3
13339500,"LOLO CREEK NR GREER ID",46.3717,-116.162,17060306,174.57,2019-02-28,cfs,7,4,23.43,42.34,38.85
13340000,"CLEARWATER RIVER AT OROFINO ID",46.4783,-116.257,17060306,2882.86,2019-02-28,cfs,7,5,27.48,61.41,49.78
13340600,"NF CLEARWATER RIVER NR CANYON RANGER STA",46.8406,-115.621,17060308,954,2019-02-28,cfs,4,4,11.01,50.65,37.1
13341050,"CLEARWATER RIVER NR PECK ID",46.5003,-116.393,17060306,4560,2019-02-28,cfs,7,4,16.81,46.6,40.82
13341570,"POTLATCH RIVER BEL LITTLE POTLATCH CR NR",46.4986,-116.762,17060306,187.86,2019-02-28,cfs,7,0,14.87,24.45,19.57
13342295,"WEBB CREEK NEAR SWEETWATER ID",46.3267,-116.832,17060306,5.4,2019-02-28,cfs,7,0,47.92,98.18,80.36
13342340,"SWEETWATER CREEK AT MOUTH AT SWEETWATER ",46.3692,-116.796,17060306,16.2,2019-02-28,cfs,6,0,43.22,92.52,89.31
13342450,"LAPWAI CREEK NR LAPWAI, ID",46.4264,-116.806,17060306,57,2019-02-28,cfs,7,5,26.1,60.73,43.78
13342500,"CLEARWATER RIVER AT SPALDING ID",46.4483,-116.827,17060306,5215.71,2019-02-28,cfs,7,4,18.76,45.68,40.72
13344500,"TUCANNON RIVER NEAR STARBUCK, WA",46.5054,-118.066,17060107,124.57,2019-02-28,cfs,7,4,16.45,61.17,52.04
13345000,"PALOUSE RIVER NR POTLATCH, ID",46.9153,-116.951,17060108,69.51,2019-02-28,cfs,7,3,7.23,14.78,11.54
13346800,"PARADISE CR AT UNIVERSITY OF IDAHO AT MO",46.7319,-117.024,17060108,4.3,2019-02-28,cfs,7,4,16.37,31.02,16.65
13348000,"SOUTH FORK PALOUSE RIVER AT PULLMAN, WA",46.7324,-117.181,17060108,31.19,2019-02-28,cfs,7,4,18.36,42.15,30.14
13351000,"PALOUSE RIVER AT HOOPER, WA",46.7585,-118.149,17060108,462.86,2019-02-28,cfs,7,4,14.51,32.43,26.19
013621955,"BIRCH CREEK AT BIG INDIAN NY",42.1089,-74.4519,02020006,19.47,2019-02-28,cfs,7,0,60.4,115.48,69.78
14013000,"MILL CREEK NEAR WALLA WALLA, WA",46.0079,-118.119,17070102,60.57,2019-02-28,cfs,6,4,11.61,50.78,37.51
14013700,"MILL CREEK AT FIVE MILE RD BR NR WALLA W",46.0857,-118.228,17070102,102.63,2019-02-28,cfs,7,0,23.1,63.49,55.66
14015000,"MILL CREEK AT WALLA WALLA, WA",46.0762,-118.274,17070102,86.5,2019-02-28,cfs,7,5,29.72,65.64,49.6
14018500,"WALLA WALLA RIVER NEAR TOUCHET, WA",46.0276,-118.73,17070102,611,2019-02-28,cfs,7,4,17.36,50.68,47.94
14020000,"UMATILLA RIVER ABOVE MEACHAM CREEK, NR G",45.7196,-118.323,17070103,132.29,2019-02-28,cfs,7,4,11.38,49.1,37.94
14020300,"MEACHAM CREEK AT GIBBON, OR",45.6887,-118.357,17070103,135.71,2019-02-28,cfs,7,4,12.94,39.62,32.74
14020850,"UMATILLA R AT W RESERVATION BNDY NR PEND",45.6715,-118.737,17070103,389,2019-02-28,cfs,7,0,20.03,43.82,44.85
14033500,"UMATILLA RIVER NEAR UMATILLA, OR",45.9029,-119.327,17070103,335.57,2019-02-28,cfs,7,4,20.7,45.55,34.31
14034470,"WILLOW CREEK ABV WILLOW CR LAKE, NR HEPP",45.3407,-119.516,17070104,18.07,2019-02-28,cfs,7,5,38.01,76.02,53.81
14034500,"WILLOW CREEK AT HEPPNER, OR",45.3504,-119.55,17070104,6.25,2019-02-28,cfs,7,4,23.9,33.91,21.73
14034608,"WILLOW CREEK AT MORGAN STREET, AT HEPPNE",45.3612,-119.56,17070104,8.3,2019-02-28,cfs,7,0,58.59,113.54,74.77
14036860,"JOHN DAY R AT BLUE MTN HOT SPGS NR PRAIR",44.3579,-118.576,17070201,28.2,2019-02-28,cfs,7,0,6.25,78.33,77.22
14038530,"JOHN DAY RIVER NEAR JOHN DAY, OR",44.4185,-118.906,17070201,188,2019-02-28,cfs,7,5,45.07,91.26,76.71
14043840,"MF JOHN DAY RIVER ABV CAMP CREEK, NR GAL",44.6926,-118.794,17070203,,,,,0,,,
14044000,"MIDDLE FORK JOHN DAY RIVER AT RITTER, OR",44.8888,-119.141,17070203,133.71,2019-02-28,cfs,7,5,25.94,56.88,44.76
14046000,"NORTH FORK JOHN DAY RIVER AT MONUMENT, O",44.8138,-119.432,17070202,738,2019-02-28,cfs,7,5,27.23,55.07,43.14
14046500,"JOHN DAY RIVER AT SERVICE CREEK, OR",44.7937,-120.007,17070204,1254.29,2019-02-28,cfs,7,5,26.5,59.97,46.54
14046778,"BRIDGE CR ABV COYOTE CANYON NR MITCHELL,",44.7268,-120.302,17070204,14.17,2019-02-28,cfs,7,0,20.44,53.01,39.25
14046890,"PINE CREEK NEAR CLARNO, OR",44.9104,-120.441,17070204,0.15,2019-02-28,cfs,6,0,8.39,4.73,2.41
14048000,"JOHN DAY RIVER AT MCDONALD FERRY, OR",45.5876,-120.409,17070204,1482.86,2019-02-28,cfs,7,5,29.6,66.41,50.49
14076500,"DESCHUTES RIVER NEAR CULVER, OR",44.4987,-121.321,17070301,925.71,2019-02-28,cfs,7,3,9.74,79.22,66.96
14087380,"CROOKED RIVER BLW OSBORNE CANYON, NR OPA",44.4269,-121.233,17070305,163.14,2019-02-28,cfs,7,0,6.67,66.45,37.9
14087400,"CROOKED RIVER BELOW OPAL SPRINGS, NEAR C",44.4923,-121.298,17070305,1312.86,2019-02-28,cfs,7,5,28.54,89.75,73.67
14091500,"METOLIUS RIVER NEAR GRANDVIEW, OR",44.6262,-121.484,17070301,1417.14,2019-02-28,cfs,7,5,34.73,94.12,89.51
14092500,"DESCHUTES RIVER NEAR MADRAS, OR",44.726,-121.247,17070306,4500,2019-02-28,cfs,7,5,30.93,89.79,84.02
14092750,"SHITIKE CRK AT PETERS PASTURE, NR WARM S",44.7504,-121.633,17070306,70.71,2019-02-28,cfs,7,5,62.38,114.25,87.03
14093000,"SHITIKE CREEK NEAR WARM SPRINGS, OR",44.7643,-121.236,17070306,59.11,2019-02-28,cfs,7,3,9.97,62.77,53.48
14096850,"BEAVER CREEK BELOW QUARTZ CREEK, NR SIMN",44.9587,-121.394,17070306,43.43,2019-02-28,cfs,6,3,5.87,30.69,22.91
14097100,"WARM SPRINGS RIVER NEAR KAHNEETA HOT SPR",44.8565,-121.15,17070306,279.14,2019-02-28,cfs,7,3,9.1,44.8,38.42
14103000,"DESCHUTES RIVER AT MOODY, NEAR BIGGS, OR",45.6221,-120.906,17070306,5194.29,2019-02-28,cfs,7,4,18.22,79.81,71.08
14105700,"COLUMBIA RIVER AT THE DALLES, OR",45.6083,-121.19,17070105,140000,2019-02-28,cfs,7,5,62.4,108.65,102.29
14107000,"KLICKITAT RIVER ABOVE WEST FORK NEAR GLE",46.2648,-121.245,17070106,,,,,0,,,
14111400,"KLICKITAT RIVER BL SUMMIT CREEK NEAR GLE",45.9623,-121.102,17070106,839.71,2019-02-28,cfs,7,0,14.51,59.19,54.28
14113000,"KLICKITAT RIVER NEAR PITT, WA",45.7565,-121.21,17070106,998.86,2019-02-28,cfs,7,4,12.92,50.05,41.89
14113200,"MOSIER CREEK NEAR MOSIER, OR",45.649,-121.377,17070105,15.87,2019-02-28,cfs,7,4,15.11,23.71,22.15
14120000,"HOOD RIVER AT TUCKER BRIDGE, NEAR HOOD R",45.6545,-121.549,17070105,496,2019-02-28,cfs,7,3,6.14,41.19,34.38
14123500,"WHITE SALMON RIVER NEAR UNDERWOOD, WA",45.7521,-121.527,17070105,775.67,2019-02-28,cfs,6,4,11.85,54.62,50.18
14137000,"SANDY RIVER NEAR MARMOT, OR",45.3996,-122.137,17080001,684.86,2019-02-28,cfs,7,3,7.11,45.88,38.53
14138720,"BULL RUN RIVER AT LOWER FLUME NR BRIGHTW",45.471,-121.865,17080001,20.93,2019-02-28,cfs,7,0,16.05,76.5,71.63
14138800,"BLAZED ALDER CREEK NEAR RHODODENDRON, OR",45.4526,-121.891,17080001,,,,,0,,,
14138850,"BULL RUN RIVER NEAR MULTNOMAH FALLS, OR",45.4982,-122.012,17080001,116,2019-02-28,cfs,6,2,4.97,26.99,21.44
14138870,"FIR CREEK NEAR BRIGHTWOOD, OR",45.4801,-122.026,17080001,8.95,2019-02-28,cfs,4,2,2.95,21.43,17.67
14138900,"NORTH FORK BULL RUN RIVER NEAR MULTNOMAH",45.4943,-122.036,17080001,27.89,2019-02-28,cfs,7,3,6.24,33.4,28.35
14139800,"SOUTH FORK BULL RUN RIVER NEAR BULL RUN,",45.4446,-122.11,17080001,50.5,2019-02-28,cfs,7,3,7.75,34.32,29.32
14140000,"BULL RUN RIVER NEAR BULL RUN (RIVER ONLY",45.4373,-122.18,17080001,265,2019-02-28,cfs,7,3,9.73,35.34,28.58
14141500,"LITTLE SANDY RIVER NEAR BULL RUN, OR",45.4154,-122.171,17080001,74.93,2019-02-28,cfs,7,3,9.1,46.34,38
14142500,"SANDY RIVER BLW BULL RUN RIVER, NR BULL ",45.449,-122.245,17080001,1294.29,2019-02-28,cfs,7,4,10.52,48.35,39.1
14142800,"BEAVER CREEK AT TROUTDALE, OR",45.5193,-122.389,17080001,73.87,2019-02-28,cfs,7,0,94.74,240.62,232.66
14144700,"COLUMBIA RIVER AT VANCOUVER, WA",45.6207,-122.673,17080001,137571,2019-02-28,cfs,7,0,30.95,83.67,75.27
14145500,"MF WILLAMETTE RIVER ABV SALT CRK, NEAR O",43.721,-122.438,17090001,475.29,2019-02-28,cfs,7,5,49.52,98.7,44.48
14148000,"MF WILLAMETTE RIVER BLW N FORK, NR OAKRI",43.8012,-122.561,17090001,2270,2019-02-28,cfs,7,5,33.68,82.33,64.06
14150000,"MIDDLE FORK WILLAMETTE RIVER NEAR DEXTER",43.9457,-122.837,17090001,1282.86,2019-02-28,cfs,7,5,40.39,94.43,45.61
14150800,"WINBERRY CREEK NEAR LOWELL,OR",43.9143,-122.689,17090001,270.86,2019-02-28,cfs,7,6,89.55,197.71,176.82
14151000,"FALL CREEK BLW WINBERRY CREEK, NEAR FALL",43.9443,-122.775,17090001,284.49,2019-02-28,cfs,7,5,45.28,77.68,47.44
14152000,"MIDDLE FORK WILLAMETTE RIVER AT JASPER, ",43.9982,-122.906,17090001,2940,2019-02-28,cfs,7,5,60.85,122.87,72.51
14153500,"COAST FORK WILLAMETTE R BLW COTTAGE GROV",43.7207,-123.05,17090002,653.71,2019-02-28,cfs,7,6,81.52,288.24,187.42
14154500,"ROW RIVER ABOVE PITCHER CREEK, NEAR DORE",43.736,-122.873,17090002,1097.43,2019-02-28,cfs,7,5,66.43,139.42,109.32
14155500,"ROW RIVER NEAR COTTAGE GROVE, OR",43.7929,-122.991,17090002,797.14,2019-02-28,cfs,7,5,58.44,124.37,75.61
14157500,"COAST FORK WILLAMETTE RIVER NEAR GOSHEN,",43.9804,-122.966,17090002,3597.14,2019-02-28,cfs,7,5,71.19,217.26,142.2
14158500,"MCKENZIE RIVER AT OUTLET OF CLEAR LAKE, ",44.361,-121.996,17090004,280.25,2019-02-28,cfs,4,4,13.21,58.98,52.19
14158740,"MCKENZIE RIVER BL PAYNE CR, NR BELKNAP S",44.2864,-122.037,17090004,283,2019-02-28,cfs,7,0,0,0,0
14158790,"SMITH RIVER ABV SMITH R RESV,NR BELKNAP ",44.3346,-122.047,17090004,53.1,2019-02-28,cfs,5,4,19.72,61.44,45.97
14158798,"SMITH RIVER ABV TRAIL BRDG RESV NR BELKN",44.2899,-122.049,17090004,300.12,2019-02-28,cfs,7,0,0,0,0
14158850,"MCKENZIE R BLW TRAIL BR DAM NR BELKNAP S",44.2679,-122.05,17090004,,,,,0,,,
14159200,"SO FK MCKENZIE RIVER ABV COUGAR LAKE NR ",44.0471,-122.218,17090004,479,2019-02-28,cfs,7,4,20.93,69.46,57.14
14159500,"SOUTH FORK MCKENZIE RIVER NEAR RAINBOW, ",44.136,-122.248,17090004,371.14,2019-02-28,cfs,7,5,45.24,80.9,45.85
14161500,"LOOKOUT CREEK NEAR BLUE RIVER, OR",44.2096,-122.257,17090004,56.03,2019-02-28,cfs,7,2,4.77,36.79,29.27
14162200,"BLUE RIVER AT BLUE RIVER, OR",44.1623,-122.333,17090004,56.9,2019-02-28,cfs,6,5,25.62,76.9,14.85
14162500,"MCKENZIE RIVER NEAR VIDA, OR",44.1248,-122.471,17090004,2950,2019-02-28,cfs,7,4,16.96,68.33,59.06
14163150,"MCKENZIE RIVER BLW LEABURG DAM, NR LEABU",44.1237,-122.628,17090004,3590,2019-02-28,cfs,7,0,74.48,135,124.59
14163900,"MCKENZIE RIVER NEAR WALTERVILLE, OR",44.0699,-122.771,17090004,2848.57,2019-02-28,cfs,7,0,46.59,97.61,91.89
14164700,"CEDAR CREEK AT SPRINGFIELD, OR",44.0593,-122.92,17090004,,,,,0,,,
14164900,"McKENZIE RIVER ABV HAYDEN BR, AT SPRINGF",44.0712,-122.965,17090004,4521.43,2019-02-28,cfs,7,0,53.89,106.28,84.47
14165000,"MOHAWK RIVER NEAR SPRINGFIELD, OR",44.0929,-122.957,17090004,1415.4,2019-02-28,cfs,5,6,77.67,184.35,136.74
14165500,"MCKENZIE RIVER NEAR COBURG, OR",44.1131,-123.047,17090004,5765,2019-02-28,cfs,6,5,36.16,83.53,66.47
14166000,"WILLAMETTE RIVER AT HARRISBURG, OR",44.2704,-123.174,17090003,13310,2019-02-28,cfs,7,5,59.5,121.2,85.91
14166500,"LONG TOM RIVER NEAR NOTI, OR",44.0498,-123.426,17090003,921,2019-02-28,cfs,7,6,84.96,245.14,182.06
14169000,"LONG TOM RIVER NEAR ALVADORE, OR",44.1235,-123.3,17090003,869.71,2019-02-28,cfs,7,5,68.93,393.93,116.31
14170000,"LONG TOM RIVER AT MONROE, OR",44.3129,-123.296,17090003,1823.33,2019-02-28,cfs,6,5,69.08,245.78,132.96
14171000,"MARYS RIVER NEAR PHILOMATH, OR",44.525,-123.334,17090003,1181.14,2019-02-28,cfs,7,5,72.48,186.89,132.56
14171600,"WILLAMETTE RIVER AT CORVALLIS, OR",44.5664,-123.257,17090003,20414.3,2019-02-28,cfs,7,0,69.46,176.3,118.21
14174000,"WILLAMETTE RIVER AT ALBANY, OR",44.6387,-123.107,17090003,24042.9,2019-02-28,cfs,7,5,67.71,137.28,106.58
14178000,"NO SANTIAM R BLW BOULDER CRK, NR DETROIT",44.7068,-122.101,17090005,625.43,2019-02-28,cfs,7,3,9.57,57.64,50.03
14179000,"BREITENBUSH R ABV FRENCH CR NR DETROIT, ",44.7526,-122.129,17090005,244.86,2019-02-28,cfs,7,1,1.33,39.63,31.56
14180300,"BLOWOUT CREEK NEAR DETROIT, OR",44.6529,-122.131,17090005,41.06,2019-02-28,cfs,7,0,5,29.21,24.41
14181500,"NORTH SANTIAM RIVER AT NIAGARA, OR",44.7538,-122.297,17090005,1028.57,2019-02-28,cfs,7,4,21.9,77.13,44.67
14182500,"LITTLE NORTH SANTIAM RIVER NEAR MEHAMA, ",44.7915,-122.579,17090005,462.29,2019-02-28,cfs,7,4,17.61,53.53,41.5
14183000,"NORTH SANTIAM RIVER AT MEHAMA, OR",44.789,-122.619,17090005,,,,,0,,,
14184100,"NORTH SANTIAM R AT GREENS BRIDGE, NR JEF",44.7079,-122.973,17090005,2458.57,2019-02-28,cfs,7,0,27.13,85.45,66.4
14185000,"SOUTH SANTIAM RIVER BELOW CASCADIA, OR",44.3918,-122.498,17090006,645.71,2019-02-28,cfs,7,5,27.2,66.99,50.52
14185900,"QUARTZVILLE CREEK NEAR CASCADIA, OR",44.5401,-122.436,17090006,286.29,2019-02-28,cfs,7,3,5.29,35.1,28.55
14187000,"WILEY CREEK NEAR FOSTER, OR",44.3723,-122.623,17090006,283.57,2019-02-28,cfs,7,5,49.25,97.98,79.26
14187200,"SOUTH SANTIAM RIVER NEAR FOSTER, OR",44.4123,-122.689,17090006,1075.86,2019-02-28,cfs,7,4,17.41,52.54,35.75
14187500,"SOUTH SANTIAM RIVER AT WATERLOO, OR",44.4985,-122.823,17090006,1772.86,2019-02-28,cfs,7,4,23.98,58.48,43.17
14187600,"LEBANON SANTIAM CANAL NEAR LEBANON, OR",44.5148,-122.865,17090006,123.29,2019-02-28,cfs,7,0,71.45,161.31,130.45
14188610,"SCHAFER CREEK NEAR LACOMB, OR",44.6196,-122.466,17090006,2.68,2019-02-28,cfs,6,0,12.44,33.97,27.4
14188800,"THOMAS CREEK NEAR SCIO, OR",44.7121,-122.77,17090006,761.29,2019-02-28,cfs,7,5,60.93,124.98,100.27
14189000,"SANTIAM RIVER AT JEFFERSON, OR",44.7147,-123.014,17090005,7590,2019-02-28,cfs,7,5,46.8,94.71,68.92
14190500,"LUCKIAMUTE RIVER NEAR SUVER, OR",44.7832,-123.235,17090003,1782.86,2019-02-28,cfs,7,5,65.49,146.89,95.13
14191000,"WILLAMETTE RIVER AT SALEM, OR",44.9443,-123.043,17090007,35242.9,2019-02-28,cfs,7,5,63.8,123.23,95.27
14194150,"SOUTH YAMHILL RIVER AT MCMINNVILLE, OR",45.2057,-123.183,17090008,2683.33,2019-02-28,cfs,6,0,55.3,103.32,81.33
14197900,"WILLAMETTE RIVER AT NEWBERG, OR",45.2846,-122.961,17090007,41314.3,2019-02-28,cfs,7,0,77.15,147.97,125.79
14198400,"BULL CREEK NEAR WILHOIT, OR",44.9609,-122.385,17090009,1.25,2019-02-28,cfs,7,0,24.49,52.52,43.71
14199704,"NATE CREEK TRIBUTARY NEAR COLTON, OR",45.2052,-122.412,17090009,4.35,2019-02-28,cfs,7,0,91.9,241.67,203.27
14200000,"MOLALLA RIVER NEAR CANBY, OR",45.2443,-122.687,17090009,1067,2019-02-28,cfs,7,5,35.49,74.47,60.85
14200300,"SILVER CREEK AT SILVERTON, OR",45.0093,-122.789,17090009,293.86,2019-02-28,cfs,7,0,48.29,95.45,84.75
14200700,"ABIQUA CREEK AT SILVERTON, OR",45.0314,-122.791,17090009,413.71,2019-02-28,cfs,7,0,44.84,86.19,96.28
14201300,"ZOLLNER CREEK NEAR MT ANGEL, OR",45.1004,-122.822,17090009,79.67,2019-02-28,cfs,7,0,84.07,275.01,188.97
14201340,"PUDDING RIVER NEAR WOODBURN, OR",45.1512,-122.804,17090009,1570,2019-02-28,cfs,7,0,59.7,111.8,106.63
14201500,"BUTTE CREEK AT MONITOR, OR",45.1015,-122.746,17090009,284.71,2019-02-28,cfs,7,5,49.19,97.22,73.14
14202000,"PUDDING RIVER AT AURORA, OR",45.2332,-122.75,17090009,2441.43,2019-02-28,cfs,7,5,61.92,126.5,105.06
14203500,"TUALATIN RIVER NEAR DILLEY, OR",45.4748,-123.124,17090010,366.71,2019-02-28,cfs,7,4,23.43,67.59,49.43
14205400,"EAST FORK DAIRY CREEK NEAR MEACHAM CORNE",45.6823,-123.07,17090010,147.14,2019-02-28,cfs,7,0,56.86,105.75,100.82
14206900,"FANNO CREEK AT 56TH AVE, AT PORTLAND, OR",45.4879,-122.735,17090010,4,2019-02-28,cfs,7,0,53.47,106.67,73.39
14206950,"FANNO CREEK AT DURHAM, OR",45.4035,-122.755,17090010,56.51,2019-02-28,cfs,7,0,60.42,115.19,82.45
14207500,"TUALATIN RIVER AT WEST LINN, OR",45.3507,-122.676,17090010,2940,2019-02-28,cfs,7,5,51.08,102.44,83.78
14208700,"OAK GROVE FORK NEAR GOVERNMENT CAMP, OR",45.1137,-121.815,17090011,114.31,2019-02-28,cfs,7,5,40.03,76.16,76.37
14209000,"OAK GROVE FORK ABOVE POWERPLANT INTAKE, ",45.0712,-121.941,17090011,316.2,2019-02-28,cfs,5,3,6.91,59.56,57.13
